Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,UTC,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),Unnamed: 32
2025-07-08,12:16:26.470,0.0001234289520652,-39.08670298258463,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,196.23822021484375,76.35966491699219,11.110349655151367,-1.0665130615234375,0,10,0,0,2025-07-08T16:16:26.470Z,196.77999877929688,77.08000183105469,0.5400000214576721,0.7200000286102295,
2025-07-08,12:16:42.956,0.0001234674855368,-39.07401657104492,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,196.49252319335935,76.34428405761719,11.110023498535156,-1.0668392181396484,0,10,0,0,2025-07-08T16:16:42.956Z,196.82000732421875,77.06999969482422,0.3600000143051147,0.7200000286102295,
2025-07-08,12:16:57.399,0.0001236294192494,-39.085044860839844,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,196.73046875,76.32964324951172,11.109718322753906,-1.0671443939208984,0,10,0,0,2025-07-08T16:16:57.399Z,196.8699951171875,77.05000305175781,0.1800000071525573,0.7200000286102295,
2025-07-08,12:17:11.884,0.0001235205709235,-39.088799794514976,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,196.9521026611328,76.31580352783203,11.109434127807615,-1.0674285888671875,0,10,0,0,2025-07-08T16:17:11.884Z,196.9199981689453,77.04000091552734,0.0,0.7200000286102295,
2025-07-08,12:17:27.421,0.0001234880328411,-39.08019256591797,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,197.20489501953125,76.29976654052734,11.109107971191406,-1.0677547454833984,0,10,0,0,2025-07-08T16:17:27.421Z,197.0,77.0199966430664,-0.1800000071525573,0.7200000286102295,
2025-07-08,12:17:41.865,0.0001237675751326,-39.07357279459635,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,197.42562866210935,76.2855453491211,11.1088228225708,-1.068039894104004,0,10,0,0,2025-07-08T16:17:41.865Z,197.02999877929688,77.01000213623047,-0.3600000143051147,0.7200000286102295,
2025-07-08,12:17:54.280,0.000124139318359,-39.06396993001302,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,197.63021850585935,76.27217864990234,11.108558654785156,-1.0683040618896484,0,10,0,0,2025-07-08T16:17:54.280Z,197.07000732421875,77.0,-0.5400000214576721,0.7200000286102295,
2025-07-08,12:18:09.726,0.0001249835040653,-39.05754597981771,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,197.8658142089844,76.25657653808594,11.108253479003906,-1.0686092376708984,0,10,0,0,2025-07-08T16:18:09.726Z,197.11000061035156,76.9800033569336,-0.7200000286102295,0.7200000286102295,
2025-07-08,12:18:25.319,0.0001240089477505,-39.0756581624349,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,198.11656188964844,76.23970794677734,11.107927322387695,-1.0689353942871094,0,10,0,0,2025-07-08T16:18:25.319Z,197.38999938964844,76.77999877929688,-0.7200000286102295,0.5400000214576721,
2025-07-08,12:18:38.808,0.0001246973697561,-39.035135904947914,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,198.3198699951172,76.22583770751953,11.10766315460205,-1.069199562072754,0,10,0,0,2025-07-08T16:18:38.808Z,197.6000061035156,76.58999633789062,-0.7200000286102295,0.3600000143051147,
2025-07-08,12:18:57.398,0.0001283657329622,-38.92374928792318,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,198.6163330078125,76.2052993774414,11.107276916503906,-1.0695858001708984,0,10,0,0,2025-07-08T16:18:57.398Z,197.8800048828125,76.38999938964844,-0.7200000286102295,0.1800000071525573,
2025-07-08,12:19:11.853,0.0001308664795942,-38.8453114827474,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,198.83425903320312,76.18995666503906,11.1069917678833,-1.069870948791504,0,10,0,0,2025-07-08T16:19:11.853Z,198.11000061035156,76.19000244140625,-0.7200000286102295,0.0,
2025-07-08,12:19:27.314,0.0001295138936256,-38.886698404947914,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,199.0827484130859,76.1722183227539,11.106666564941406,-1.0701961517333984,0,10,0,0,2025-07-08T16:19:27.314Z,198.3500061035156,76.0,-0.7200000286102295,-0.1800000071525573,
2025-07-08,12:19:41.833,0.0001252587971976,-39.0207888285319,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,199.2996826171875,76.15650939941406,11.1063814163208,-1.070481300354004,0,10,0,0,2025-07-08T16:19:41.833Z,198.5800018310547,75.80000305175781,-0.7200000286102295,-0.3600000143051147,
